,state,WEBSITE,actlevel,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,season
18888,Pennsylvania,Influenza Weekly Report ,1,Minimal,May-23-2015,20,2014-15
18889,Rhode Island,Influenza Surveillance,1,Minimal,May-23-2015,20,2014-15
18890,South Carolina,Influenza Activity and Surveillance,1,Minimal,May-23-2015,20,2014-15
18891,South Dakota,Influenza Information,1,Minimal,May-23-2015,20,2014-15
18892,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,May-23-2015,20,2014-15
18893,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,May-23-2015,20,2014-15
18894,Indiana,Influenza in Indiana,1,Minimal,May-23-2015,20,2014-15
18895,Iowa,Iowa Influenza Surveillance Network,1,Minimal,May-23-2015,20,2014-15
18896,Kansas,Influenza Information,1,Minimal,May-23-2015,20,2014-15
18897,Kentucky,Influenza - Flu,1,Minimal,May-23-2015,20,2014-15
18898,Louisiana,Influenza,1,Minimal,May-23-2015,20,2014-15
18899,Maine,Weekly Surveillance Updates,1,Minimal,May-23-2015,20,2014-15
18900,Maryland,Influenza Surveillance,1,Minimal,May-23-2015,20,2014-15
18901,Massachusetts,Influenza Surveillance Data,1,Minimal,May-23-2015,20,2014-15
18902,Michigan,Influenza Activity and Surveillance,1,Minimal,May-23-2015,20,2014-15
18903,Utah,Seasonal Influenza Weekly Update,1,Minimal,May-23-2015,20,2014-15
18904,Vermont,Flu Activity,1,Minimal,May-23-2015,20,2014-15
18905,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,May-23-2015,20,2014-15
18906,Washington,Influenza Update,1,Minimal,May-23-2015,20,2014-15
18907,West Virginia,Current Influenza Surveillance,1,Minimal,May-23-2015,20,2014-15
18908,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,May-23-2015,20,2014-15
18909,Wyoming,Influenza,1,Minimal,May-23-2015,20,2014-15
18910,Florida,Weekly Influenza Surveillance Reports,1,Minimal,May-23-2015,20,2014-15
18911,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,May-23-2015,20,2014-15
18912,Alabama,Influenza Surveillance,1,Minimal,May-23-2015,20,2014-15
18913,Alaska,Influenza Surveillance Report,1,Minimal,May-23-2015,20,2014-15
18914,Arizona,Influenza & RSV Surveillance,1,Minimal,May-23-2015,20,2014-15
18915,Arkansas,Communicable Disease and Immunizations,1,Minimal,May-23-2015,20,2014-15
18916,California,Influenza (Flu),1,Minimal,May-23-2015,20,2014-15
18917,Colorado,Influenza Surveillance,1,Minimal,May-23-2015,20,2014-15
18918,Connecticut,Flu Statistics,1,Minimal,May-23-2015,20,2014-15
18919,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,May-23-2015,20,2014-15
18920,Minnesota,Weekly Influenza Activity: Statistics,2,Minimal,May-23-2015,20,2014-15
18921,Texas,Influenza Surveillance,2,Minimal,May-23-2015,20,2014-15
18922,Puerto Rico,Puerto Rico Departamento de Salud,3,Minimal,May-23-2015,20,2014-15
18923,Idaho,Influenza,3,Minimal,May-23-2015,20,2014-15
18924,Hawaii,Hawaii's Influenza Surveillance Program,5,Low,May-23-2015,20,2014-15
18925,Florida,Weekly Influenza Surveillance Reports,1,Minimal,May-30-2015,21,2014-15
18926,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,May-30-2015,21,2014-15
18927,Vermont,Flu Activity,1,Minimal,May-30-2015,21,2014-15
18928,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,May-30-2015,21,2014-15
18929,Washington,Influenza Update,1,Minimal,May-30-2015,21,2014-15
18930,West Virginia,Current Influenza Surveillance,1,Minimal,May-30-2015,21,2014-15
18931,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,May-30-2015,21,2014-15
18932,Wyoming,Influenza,1,Minimal,May-30-2015,21,2014-15
18933,Alabama,Influenza Surveillance,1,Minimal,May-30-2015,21,2014-15
18934,Alaska,Influenza Surveillance Report,1,Minimal,May-30-2015,21,2014-15
18935,Arizona,Influenza & RSV Surveillance,1,Minimal,May-30-2015,21,2014-15
18936,Arkansas,Communicable Disease and Immunizations,1,Minimal,May-30-2015,21,2014-15
18937,California,Influenza (Flu),1,Minimal,May-30-2015,21,2014-15
18938,Colorado,Influenza Surveillance,1,Minimal,May-30-2015,21,2014-15
18939,Connecticut,Flu Statistics,1,Minimal,May-30-2015,21,2014-15
18940,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,May-30-2015,21,2014-15
18941,Idaho,Influenza,1,Minimal,May-30-2015,21,2014-15
18942,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,May-30-2015,21,2014-15
18943,Indiana,Influenza in Indiana,1,Minimal,May-30-2015,21,2014-15
18944,Iowa,Iowa Influenza Surveillance Network,1,Minimal,May-30-2015,21,2014-15
18945,Kansas,Influenza Information,1,Minimal,May-30-2015,21,2014-15
18946,Kentucky,Influenza - Flu,1,Minimal,May-30-2015,21,2014-15
18947,Louisiana,Influenza,1,Minimal,May-30-2015,21,2014-15
18948,Maine,Weekly Surveillance Updates,1,Minimal,May-30-2015,21,2014-15
18949,Maryland,Influenza Surveillance,1,Minimal,May-30-2015,21,2014-15
18950,Massachusetts,Influenza Surveillance Data,1,Minimal,May-30-2015,21,2014-15
18951,Michigan,Influenza Activity and Surveillance,1,Minimal,May-30-2015,21,2014-15
18952,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,May-30-2015,21,2014-15
18953,Missouri,Influenza Data & Statistical Reports ,1,Minimal,May-30-2015,21,2014-15
18954,Montana,Influenza: What You Need to Know,1,Minimal,May-30-2015,21,2014-15
18955,Nebraska,Weekly Flu Report,1,Minimal,May-30-2015,21,2014-15
18956,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,May-30-2015,21,2014-15
18957,New Hampshire,Influenza Control and Surveillance,1,Minimal,May-30-2015,21,2014-15
18958,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,May-30-2015,21,2014-15
18959,New Mexico,Flu in New Mexico,1,Minimal,May-30-2015,21,2014-15
18960,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,May-30-2015,21,2014-15
18961,North Carolina,North Carolina Influenza Update,1,Minimal,May-30-2015,21,2014-15
18962,North Dakota,Influenza,1,Minimal,May-30-2015,21,2014-15
18963,Ohio,Influenza Information,1,Minimal,May-30-2015,21,2014-15
18964,Oklahoma,Influenza Information,1,Minimal,May-30-2015,21,2014-15
18965,Oregon,Influenza Disease Surveillance Data,1,Minimal,May-30-2015,21,2014-15
18966,Pennsylvania,Influenza Weekly Report ,1,Minimal,May-30-2015,21,2014-15
18967,Rhode Island,Influenza Surveillance,1,Minimal,May-30-2015,21,2014-15
18968,South Carolina,Influenza Activity and Surveillance,1,Minimal,May-30-2015,21,2014-15
18969,South Dakota,Influenza Information,1,Minimal,May-30-2015,21,2014-15
18970,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,May-30-2015,21,2014-15
18971,Texas,Influenza Surveillance,1,Minimal,May-30-2015,21,2014-15
18972,Utah,Seasonal Influenza Weekly Update,2,Minimal,May-30-2015,21,2014-15
18973,Minnesota,Weekly Influenza Activity: Statistics,2,Minimal,May-30-2015,21,2014-15
18974,New York City,Surveillance Data,2,Minimal,May-30-2015,21,2014-15
18975,Hawaii,Hawaii's Influenza Surveillance Program,4,Low,May-30-2015,21,2014-15
18976,Puerto Rico,Puerto Rico Departamento de Salud,5,Low,May-30-2015,21,2014-15
18977,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Nov-01-2014,44,2014-15
18978,Kansas,Influenza Information,1,Minimal,Nov-01-2014,44,2014-15
18979,Kentucky,Influenza - Flu,1,Minimal,Nov-01-2014,44,2014-15
18980,Vermont,Flu Activity,1,Minimal,Nov-01-2014,44,2014-15
18981,Washington,Influenza Update,1,Minimal,Nov-01-2014,44,2014-15
18982,West Virginia,Current Influenza Surveillance,1,Minimal,Nov-01-2014,44,2014-15
18983,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Nov-01-2014,44,2014-15
18984,Wyoming,Influenza,1,Minimal,Nov-01-2014,44,2014-15
18985,Maine,Weekly Surveillance Updates,1,Minimal,Nov-01-2014,44,2014-15
18986,Maryland,Influenza Surveillance,1,Minimal,Nov-01-2014,44,2014-15
18987,Massachusetts,Influenza Surveillance Data,1,Minimal,Nov-01-2014,44,2014-15
18988,Michigan,Influenza Activity and Surveillance,1,Minimal,Nov-01-2014,44,2014-15
18989,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Nov-01-2014,44,2014-15
18990,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Nov-01-2014,44,2014-15
18991,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Nov-01-2014,44,2014-15
18992,Montana,Influenza: What You Need to Know,1,Minimal,Nov-01-2014,44,2014-15
18993,Nebraska,Weekly Flu Report,1,Minimal,Nov-01-2014,44,2014-15
18994,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Nov-01-2014,44,2014-15
18995,New Hampshire,Influenza Control and Surveillance,1,Minimal,Nov-01-2014,44,2014-15
18996,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Nov-01-2014,44,2014-15
18997,New Mexico,Flu in New Mexico,1,Minimal,Nov-01-2014,44,2014-15
18998,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Nov-01-2014,44,2014-15
18999,North Carolina,North Carolina Influenza Update,1,Minimal,Nov-01-2014,44,2014-15
19000,North Dakota,Influenza,1,Minimal,Nov-01-2014,44,2014-15
19001,Ohio,Influenza Information,1,Minimal,Nov-01-2014,44,2014-15
19002,Oklahoma,Influenza Information,1,Minimal,Nov-01-2014,44,2014-15
19003,Oregon,Influenza Disease Surveillance Data,1,Minimal,Nov-01-2014,44,2014-15
19004,Pennsylvania,Influenza Weekly Report ,1,Minimal,Nov-01-2014,44,2014-15
19005,Rhode Island,Influenza Surveillance,1,Minimal,Nov-01-2014,44,2014-15
19006,South Carolina,Influenza Activity and Surveillance,1,Minimal,Nov-01-2014,44,2014-15
19007,South Dakota,Influenza Information,1,Minimal,Nov-01-2014,44,2014-15
19008,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Nov-01-2014,44,2014-15
19009,Texas,Influenza Surveillance,1,Minimal,Nov-01-2014,44,2014-15
19010,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Nov-01-2014,44,2014-15
19011,Idaho,Influenza,1,Minimal,Nov-01-2014,44,2014-15
19012,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Nov-01-2014,44,2014-15
19013,Indiana,Influenza in Indiana,1,Minimal,Nov-01-2014,44,2014-15
19014,Alabama,Influenza Surveillance,1,Minimal,Nov-01-2014,44,2014-15
19015,Arizona,Influenza & RSV Surveillance,1,Minimal,Nov-01-2014,44,2014-15
19016,Arkansas,Communicable Disease and Immunizations,1,Minimal,Nov-01-2014,44,2014-15
19017,California,Influenza (Flu),1,Minimal,Nov-01-2014,44,2014-15
19018,Colorado,Influenza Surveillance,2,Minimal,Nov-01-2014,44,2014-15
19019,Connecticut,Flu Statistics,2,Minimal,Nov-01-2014,44,2014-15
19020,Alaska,Influenza Surveillance Report,2,Minimal,Nov-01-2014,44,2014-15
19021,Iowa,Iowa Influenza Surveillance Network,2,Minimal,Nov-01-2014,44,2014-15
19022,Utah,Seasonal Influenza Weekly Update,2,Minimal,Nov-01-2014,44,2014-15
19023,Virginia,Virginia Weekly Influenza Activity Report,2,Minimal,Nov-01-2014,44,2014-15
19024,New York City,Surveillance Data,2,Minimal,Nov-01-2014,44,2014-15
19025,Louisiana,Influenza,3,Minimal,Nov-01-2014,44,2014-15
19026,Florida,Weekly Influenza Surveillance Reports,3,Minimal,Nov-01-2014,44,2014-15
19027,Hawaii,Hawaii's Influenza Surveillance Program,4,Low,Nov-01-2014,44,2014-15
19028,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Nov-01-2014,44,2014-15
19029,Kansas,Influenza Information,1,Minimal,Nov-08-2014,45,2014-15
19030,Kentucky,Influenza - Flu,1,Minimal,Nov-08-2014,45,2014-15
19031,Vermont,Flu Activity,1,Minimal,Nov-08-2014,45,2014-15
19032,Washington,Influenza Update,1,Minimal,Nov-08-2014,45,2014-15
19033,West Virginia,Current Influenza Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19034,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Nov-08-2014,45,2014-15
19035,Wyoming,Influenza,1,Minimal,Nov-08-2014,45,2014-15
19036,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Nov-08-2014,45,2014-15
19037,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Nov-08-2014,45,2014-15
19038,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Nov-08-2014,45,2014-15
19039,Indiana,Influenza in Indiana,1,Minimal,Nov-08-2014,45,2014-15
19040,Maine,Weekly Surveillance Updates,1,Minimal,Nov-08-2014,45,2014-15
19041,Maryland,Influenza Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19042,Massachusetts,Influenza Surveillance Data,1,Minimal,Nov-08-2014,45,2014-15
19043,Michigan,Influenza Activity and Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19044,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Nov-08-2014,45,2014-15
19045,South Dakota,Influenza Information,1,Minimal,Nov-08-2014,45,2014-15
19046,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Nov-08-2014,45,2014-15
19047,Texas,Influenza Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19048,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Nov-08-2014,45,2014-15
19049,Montana,Influenza: What You Need to Know,1,Minimal,Nov-08-2014,45,2014-15
19050,Nebraska,Weekly Flu Report,1,Minimal,Nov-08-2014,45,2014-15
19051,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Nov-08-2014,45,2014-15
19052,New Hampshire,Influenza Control and Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19053,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19054,New Mexico,Flu in New Mexico,1,Minimal,Nov-08-2014,45,2014-15
19055,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Nov-08-2014,45,2014-15
19056,North Carolina,North Carolina Influenza Update,1,Minimal,Nov-08-2014,45,2014-15
19057,North Dakota,Influenza,1,Minimal,Nov-08-2014,45,2014-15
19058,Ohio,Influenza Information,1,Minimal,Nov-08-2014,45,2014-15
19059,Oklahoma,Influenza Information,1,Minimal,Nov-08-2014,45,2014-15
19060,Oregon,Influenza Disease Surveillance Data,1,Minimal,Nov-08-2014,45,2014-15
19061,Pennsylvania,Influenza Weekly Report ,1,Minimal,Nov-08-2014,45,2014-15
19062,Rhode Island,Influenza Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19063,Alabama,Influenza Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19064,Arizona,Influenza & RSV Surveillance,1,Minimal,Nov-08-2014,45,2014-15
19065,Arkansas,Communicable Disease and Immunizations,1,Minimal,Nov-08-2014,45,2014-15
19066,California,Influenza (Flu),1,Minimal,Nov-08-2014,45,2014-15
19067,Colorado,Influenza Surveillance,2,Minimal,Nov-08-2014,45,2014-15
19068,South Carolina,Influenza Activity and Surveillance,2,Minimal,Nov-08-2014,45,2014-15
19069,Utah,Seasonal Influenza Weekly Update,2,Minimal,Nov-08-2014,45,2014-15
19070,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,2,Minimal,Nov-08-2014,45,2014-15
19071,Iowa,Iowa Influenza Surveillance Network,2,Minimal,Nov-08-2014,45,2014-15
19072,Virginia,Virginia Weekly Influenza Activity Report,2,Minimal,Nov-08-2014,45,2014-15
19073,New York City,Surveillance Data,2,Minimal,Nov-08-2014,45,2014-15
19074,Idaho,Influenza,3,Minimal,Nov-08-2014,45,2014-15
19075,Florida,Weekly Influenza Surveillance Reports,3,Minimal,Nov-08-2014,45,2014-15
19076,Connecticut,Flu Statistics,3,Minimal,Nov-08-2014,45,2014-15
19077,Alaska,Influenza Surveillance Report,4,Low,Nov-08-2014,45,2014-15
19078,Louisiana,Influenza,4,Low,Nov-08-2014,45,2014-15
19079,Hawaii,Hawaii's Influenza Surveillance Program,6,Moderate,Nov-08-2014,45,2014-15
19080,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Nov-08-2014,45,2014-15
19081,Vermont,Flu Activity,1,Minimal,Nov-15-2014,46,2014-15
19082,Montana,Influenza: What You Need to Know,1,Minimal,Nov-15-2014,46,2014-15
19083,Nebraska,Weekly Flu Report,1,Minimal,Nov-15-2014,46,2014-15
19084,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Nov-15-2014,46,2014-15
19085,New Hampshire,Influenza Control and Surveillance,1,Minimal,Nov-15-2014,46,2014-15
19086,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Nov-15-2014,46,2014-15
19087,New Mexico,Flu in New Mexico,1,Minimal,Nov-15-2014,46,2014-15
19088,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Nov-15-2014,46,2014-15
19089,North Carolina,North Carolina Influenza Update,1,Minimal,Nov-15-2014,46,2014-15
19090,North Dakota,Influenza,1,Minimal,Nov-15-2014,46,2014-15
19091,Ohio,Influenza Information,1,Minimal,Nov-15-2014,46,2014-15
19092,Oklahoma,Influenza Information,1,Minimal,Nov-15-2014,46,2014-15
19093,Oregon,Influenza Disease Surveillance Data,1,Minimal,Nov-15-2014,46,2014-15
19094,Pennsylvania,Influenza Weekly Report ,1,Minimal,Nov-15-2014,46,2014-15
19095,Rhode Island,Influenza Surveillance,1,Minimal,Nov-15-2014,46,2014-15
19096,South Dakota,Influenza Information,1,Minimal,Nov-15-2014,46,2014-15
19097,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Nov-15-2014,46,2014-15
19098,Washington,Influenza Update,1,Minimal,Nov-15-2014,46,2014-15
19099,West Virginia,Current Influenza Surveillance,1,Minimal,Nov-15-2014,46,2014-15
19100,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Nov-15-2014,46,2014-15
19101,Wyoming,Influenza,1,Minimal,Nov-15-2014,46,2014-15
19102,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Nov-15-2014,46,2014-15
19103,Idaho,Influenza,1,Minimal,Nov-15-2014,46,2014-15
19104,Indiana,Influenza in Indiana,1,Minimal,Nov-15-2014,46,2014-15
19105,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Nov-15-2014,46,2014-15
19106,Kansas,Influenza Information,1,Minimal,Nov-15-2014,46,2014-15
19107,Kentucky,Influenza - Flu,1,Minimal,Nov-15-2014,46,2014-15
19108,Maine,Weekly Surveillance Updates,1,Minimal,Nov-15-2014,46,2014-15
19109,Maryland,Influenza Surveillance,1,Minimal,Nov-15-2014,46,2014-15
19110,Massachusetts,Influenza Surveillance Data,1,Minimal,Nov-15-2014,46,2014-15
19111,Michigan,Influenza Activity and Surveillance,1,Minimal,Nov-15-2014,46,2014-15
19112,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Nov-15-2014,46,2014-15
19113,Arizona,Influenza & RSV Surveillance,1,Minimal,Nov-15-2014,46,2014-15
19114,Arkansas,Communicable Disease and Immunizations,1,Minimal,Nov-15-2014,46,2014-15
19115,California,Influenza (Flu),1,Minimal,Nov-15-2014,46,2014-15
19116,Colorado,Influenza Surveillance,2,Minimal,Nov-15-2014,46,2014-15
19117,Connecticut,Flu Statistics,2,Minimal,Nov-15-2014,46,2014-15
19118,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,2,Minimal,Nov-15-2014,46,2014-15
19119,Missouri,Influenza Data & Statistical Reports ,2,Minimal,Nov-15-2014,46,2014-15
19120,Illinois,Seasonal Influenza Surveillance Reports,2,Minimal,Nov-15-2014,46,2014-15
19121,Florida,Weekly Influenza Surveillance Reports,2,Minimal,Nov-15-2014,46,2014-15
19122,Georgia,Weekly Influenza Surveillance in Georgia,2,Minimal,Nov-15-2014,46,2014-15
19123,South Carolina,Influenza Activity and Surveillance,2,Minimal,Nov-15-2014,46,2014-15
19124,New York City,Surveillance Data,2,Minimal,Nov-15-2014,46,2014-15
19125,Virginia,Virginia Weekly Influenza Activity Report,3,Minimal,Nov-15-2014,46,2014-15
19126,Texas,Influenza Surveillance,3,Minimal,Nov-15-2014,46,2014-15
19127,Utah,Seasonal Influenza Weekly Update,3,Minimal,Nov-15-2014,46,2014-15
19128,Alabama,Influenza Surveillance,5,Low,Nov-15-2014,46,2014-15
19129,Alaska,Influenza Surveillance Report,5,Low,Nov-15-2014,46,2014-15
19130,Louisiana,Influenza,5,Low,Nov-15-2014,46,2014-15
19131,Hawaii,Hawaii's Influenza Surveillance Program,6,Moderate,Nov-15-2014,46,2014-15
19132,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Nov-15-2014,46,2014-15
19133,Vermont,Flu Activity,1,Minimal,Nov-22-2014,47,2014-15
19134,Kentucky,Influenza - Flu,1,Minimal,Nov-22-2014,47,2014-15
19135,South Dakota,Influenza Information,1,Minimal,Nov-22-2014,47,2014-15
19136,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Nov-22-2014,47,2014-15
19137,Washington,Influenza Update,1,Minimal,Nov-22-2014,47,2014-15
19138,West Virginia,Current Influenza Surveillance,1,Minimal,Nov-22-2014,47,2014-15
19139,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Nov-22-2014,47,2014-15
19140,Wyoming,Influenza,1,Minimal,Nov-22-2014,47,2014-15
19141,Maine,Weekly Surveillance Updates,1,Minimal,Nov-22-2014,47,2014-15
19142,Maryland,Influenza Surveillance,1,Minimal,Nov-22-2014,47,2014-15
19143,Massachusetts,Influenza Surveillance Data,1,Minimal,Nov-22-2014,47,2014-15
19144,Michigan,Influenza Activity and Surveillance,1,Minimal,Nov-22-2014,47,2014-15
19145,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Nov-22-2014,47,2014-15
19146,Montana,Influenza: What You Need to Know,1,Minimal,Nov-22-2014,47,2014-15
19147,Nebraska,Weekly Flu Report,1,Minimal,Nov-22-2014,47,2014-15
19148,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Nov-22-2014,47,2014-15
19149,New Hampshire,Influenza Control and Surveillance,1,Minimal,Nov-22-2014,47,2014-15
19150,New Mexico,Flu in New Mexico,1,Minimal,Nov-22-2014,47,2014-15
19151,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Nov-22-2014,47,2014-15
19152,North Carolina,North Carolina Influenza Update,1,Minimal,Nov-22-2014,47,2014-15
19153,North Dakota,Influenza,1,Minimal,Nov-22-2014,47,2014-15
19154,Ohio,Influenza Information,1,Minimal,Nov-22-2014,47,2014-15
19155,Oklahoma,Influenza Information,1,Minimal,Nov-22-2014,47,2014-15
19156,Oregon,Influenza Disease Surveillance Data,1,Minimal,Nov-22-2014,47,2014-15
19157,Pennsylvania,Influenza Weekly Report ,1,Minimal,Nov-22-2014,47,2014-15
19158,Rhode Island,Influenza Surveillance,1,Minimal,Nov-22-2014,47,2014-15
19159,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Nov-22-2014,47,2014-15
19160,Arizona,Influenza & RSV Surveillance,1,Minimal,Nov-22-2014,47,2014-15
19161,Arkansas,Communicable Disease and Immunizations,1,Minimal,Nov-22-2014,47,2014-15
19162,California,Influenza (Flu),1,Minimal,Nov-22-2014,47,2014-15
19163,Colorado,Influenza Surveillance,1,Minimal,Nov-22-2014,47,2014-15
19164,Connecticut,Flu Statistics,2,Minimal,Nov-22-2014,47,2014-15
19165,Indiana,Influenza in Indiana,2,Minimal,Nov-22-2014,47,2014-15
19166,Iowa,Iowa Influenza Surveillance Network,2,Minimal,Nov-22-2014,47,2014-15
19167,Kansas,Influenza Information,2,Minimal,Nov-22-2014,47,2014-15
19168,South Carolina,Influenza Activity and Surveillance,2,Minimal,Nov-22-2014,47,2014-15
19169,New Jersey,Seasonal Influenza - Surveillance,2,Minimal,Nov-22-2014,47,2014-15
19170,Minnesota,Weekly Influenza Activity: Statistics,2,Minimal,Nov-22-2014,47,2014-15
19171,New York City,Surveillance Data,2,Minimal,Nov-22-2014,47,2014-15
19172,Virginia,Virginia Weekly Influenza Activity Report,3,Minimal,Nov-22-2014,47,2014-15
19173,Utah,Seasonal Influenza Weekly Update,3,Minimal,Nov-22-2014,47,2014-15
19174,Hawaii,Hawaii's Influenza Surveillance Program,3,Minimal,Nov-22-2014,47,2014-15
19175,Idaho,Influenza,3,Minimal,Nov-22-2014,47,2014-15
19176,Illinois,Seasonal Influenza Surveillance Reports,3,Minimal,Nov-22-2014,47,2014-15
19177,Alaska,Influenza Surveillance Report,4,Low,Nov-22-2014,47,2014-15
19178,Florida,Weekly Influenza Surveillance Reports,4,Low,Nov-22-2014,47,2014-15
19179,Georgia,Weekly Influenza Surveillance in Georgia,6,Moderate,Nov-22-2014,47,2014-15
19180,Texas,Influenza Surveillance,6,Moderate,Nov-22-2014,47,2014-15
19181,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,6,Moderate,Nov-22-2014,47,2014-15
19182,Louisiana,Influenza,9,High,Nov-22-2014,47,2014-15
19183,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Nov-22-2014,47,2014-15
19184,Alabama,Influenza Surveillance,10,High,Nov-22-2014,47,2014-15
19185,Vermont,Flu Activity,1,Minimal,Nov-29-2014,48,2014-15
19186,Washington,Influenza Update,1,Minimal,Nov-29-2014,48,2014-15
19187,West Virginia,Current Influenza Surveillance,1,Minimal,Nov-29-2014,48,2014-15
19188,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Nov-29-2014,48,2014-15
19189,Connecticut,Flu Statistics,1,Minimal,Nov-29-2014,48,2014-15
19190,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Nov-29-2014,48,2014-15
19191,Kentucky,Influenza - Flu,1,Minimal,Nov-29-2014,48,2014-15
19192,Maine,Weekly Surveillance Updates,1,Minimal,Nov-29-2014,48,2014-15
19193,Maryland,Influenza Surveillance,1,Minimal,Nov-29-2014,48,2014-15
19194,Michigan,Influenza Activity and Surveillance,1,Minimal,Nov-29-2014,48,2014-15
19195,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Nov-29-2014,48,2014-15
19196,New Hampshire,Influenza Control and Surveillance,1,Minimal,Nov-29-2014,48,2014-15
19197,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Nov-29-2014,48,2014-15
19198,New Mexico,Flu in New Mexico,1,Minimal,Nov-29-2014,48,2014-15
19199,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Nov-29-2014,48,2014-15
19200,North Dakota,Influenza,1,Minimal,Nov-29-2014,48,2014-15
19201,Ohio,Influenza Information,1,Minimal,Nov-29-2014,48,2014-15
19202,Oklahoma,Influenza Information,1,Minimal,Nov-29-2014,48,2014-15
19203,Oregon,Influenza Disease Surveillance Data,1,Minimal,Nov-29-2014,48,2014-15
19204,Montana,Influenza: What You Need to Know,1,Minimal,Nov-29-2014,48,2014-15
19205,Nebraska,Weekly Flu Report,1,Minimal,Nov-29-2014,48,2014-15
19206,Rhode Island,Influenza Surveillance,1,Minimal,Nov-29-2014,48,2014-15
19207,South Dakota,Influenza Information,1,Minimal,Nov-29-2014,48,2014-15
19208,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Nov-29-2014,48,2014-15
